iter	Passed	Remaining
620	1785	1089
621	1787	1086
622	1788	1082
623	1790	1078
624	1791	1074
625	1792	1071
626	1794	1067
627	1798	1065
628	1800	1061
629	1802	1058
630	1803	1054
631	1804	1050
632	1806	1047
633	1807	1043
634	1808	1039
635	1809	1035
636	1814	1033
637	1816	1030
638	1819	1027
639	1820	1024
640	1823	1021
641	1824	1017
642	1828	1015
643	1830	1011
644	1832	1008
645	1833	1004
646	1835	1001
647	1837	998
648	1840	995
649	1844	993
650	1845	989
651	1846	985
652	1849	982
653	1850	979
654	1851	975
655	1852	971
656	1854	967
657	1855	964
658	1859	962
659	1860	958
660	1862	955
661	1863	951
662	1865	948
663	1866	944
664	1868	941
665	1869	937
666	1871	934
667	1875	932
668	1876	928
669	1878	925
670	1879	921
671	1880	917
672	1881	914
673	1882	910
674	1883	907
675	1885	903
676	1889	901
677	1891	898
678	1895	895
679	1897	892
680	1898	889
681	1899	885
682	1900	882
683	1901	878
684	1905	876
685	1906	872
686	1908	869
687	1910	866
688	1912	863
689	1913	859
690	1916	856
691	1921	855
692	1923	852
693	1925	849
694	1927	846
695	1929	842
696	1930	839
697	1932	836
698	1937	834
699	1938	830
700	1941	827
701	1942	824
702	1944	821
703	1945	817
704	1946	814
705	1947	811
706	1948	807
707	1952	805
708	1954	802
709	1955	798
710	1956	795
711	1958	792
712	1959	788
713	1961	785
714	1964	782
715	1971	781
716	1974	779
717	1975	775
718	1976	772
719	1977	769
720	1978	765
721	1982	763
722	1983	760
723	1987	757
724	1989	754
725	1992	751
726	1994	748
727	1998	746
728	2000	743
729	2002	740
730	2003	737
731	2004	733
732	2005	730
733	2006	727
734	2007	723
735	2009	720
736	2013	718
737	2015	715
738	2017	712
739	2021	710
740	2023	707
741	2025	704
742	2028	701
743	2030	698
744	2032	695
745	2034	692
746	2037	690
747	2040	687
748	2046	685
749	2047	682
750	2048	679
751	2050	676
752	2051	672
753	2052	669
754	2053	666
755	2059	664
756	2060	661
757	2062	658
758	2065	655
759	2066	652
760	2070	650
761	2075	648
762	2076	645
763	2077	641
764	2079	638
765	2080	635
766	2082	632
767	2083	629
768	2084	626
769	2085	622
770	2086	619
771	2090	617
772	2092	614
773	2094	611
774	2096	608
775	2100	606
776	2101	603
777	2102	599
778	2104	597
779	2106	594
780	2108	591
781	2109	588
782	2110	584
783	2111	581
784	2113	578
785	2117	576
786	2120	573
787	2122	570
788	2123	567
789	2126	565
790	2127	562
791	2128	558
792	2129	555
793	2130	552
794	2134	550
795	2141	548
796	2142	545
797	2144	542
798	2152	541
799	2153	538
800	2155	535
801	2157	532
802	2159	529
803	2161	526
804	2163	524
805	2165	521
806	2174	519
807	2177	517
808	2179	514
809	2181	511
810	2182	508
811	2184	505
812	2186	502
813	2187	499
814	2189	496
815	2190	494
816	2207	494
817	2209	491
818	2212	488
819	2213	485
820	2215	483
821	2217	480
822	2218	477
823	2220	474
824	2221	471
825	2223	468
826	2225	465
827	2227	462
828	2230	460
829	2231	457
830	2233	454
831	2237	451
832	2239	448
833	2242	446
834	2248	444
835	2250	441
836	2252	438
837	2255	436
838	2257	433
839	2258	430
840	2260	427
841	2262	424
842	2263	421
843	2265	418
844	2266	415
845	2268	412
846	2273	410
847	2274	407
848	2276	404
849	2278	402
850	2279	399
851	2300	399
852	2302	396
853	2303	393
854	2305	390
855	2306	388
856	2308	385
857	2314	383
858	2315	380
859	2317	377
860	2325	375
861	2326	372
862	2328	369
863	2330	366
864	2340	365
865	2341	362
866	2343	359
867	2346	356
868	2348	354
869	2349	351
870	2351	348
871	2353	345
872	2354	342
873	2356	339
874	2357	336
875	2359	333
876	2361	331
877	2362	328
878	2364	325
879	2365	322
880	2369	319
881	2372	317
882	2373	314
883	2375	311
884	2377	308
885	2385	306
886	2386	304
887	2388	301
888	2392	298
889	2396	296
890	2397	293
891	2399	290
892	2400	287
893	2401	284
894	2403	281
895	2405	279
896	2406	276
897	2408	273
898	2410	270
899	2412	268
900	2413	265
901	2414	262
902	2416	259
903	2417	256
904	2419	253
905	2420	251
906	2421	248
907	2423	245
908	2429	243
909	2430	240
910	2433	237
911	2435	235
912	2438	232
913	2447	230
914	2449	227
915	2451	224
916	2453	222
917	2456	219
918	2458	216
919	2470	214
920	2474	212
921	2476	209
922	2478	206
923	2479	203
924	2481	201
925	2482	198
926	2488	195
927	2490	193
928	2493	190
929	2494	187
930	2504	185
931	2508	183
932	2510	180
933	2512	177
934	2513	174
935	2515	172
936	2518	169
937	2520	166
938	2522	163
939	2523	161
940	2529	158
941	2530	155
942	2556	154
943	2558	151
944	2560	149
945	2562	146
946	2564	143
947	2566	140
948	2568	138
949	2570	135
950	2572	132
951	2574	129
952	2577	127
953	2578	124
954	2580	121
955	2581	118
956	2582	116
957	2584	113
958	2587	110
959	2589	107
960	2590	105
961	2591	102
962	2593	99
963	2595	96
964	2601	94
965	2603	91
966	2604	88
967	2609	86
968	2611	83
969	2612	80
970	2617	78
971	2618	75
972	2620	72
973	2621	69
974	2623	67
975	2625	64
976	2627	61
977	2632	59
978	2633	56
979	2634	53
980	2636	51
981	2637	48
982	2638	45
983	2639	42
984	2643	40
985	2648	37
986	2649	34
987	2651	32
988	2654	29
989	2658	26
990	2659	24
991	2663	21
992	2665	18
993	2666	16
994	2668	13
995	2669	10
996	2671	8
997	2673	5
998	2678	2
999	2681	0
